x;y
[27.0, 2.0, -1.0, 0.0, 0.0, 20.0, 1.0, 0.0, 0.0];0
[36.0, 1.0, -1.0, 1.0, 1.0, 148.0, 0.0, 0.0, 0.0];1
[27.0, 5.0, -2.0, 1.0, 1.0, 41.0, 0.0, 5.0, 0.0];1
[30.0, 1.0, -1.0, 1.0, 1.0, 28.0, 1.0, 2.0, 0.0];0
[24.0, 1.0, -2.0, 0.0, 0.0, 14.0, 0.0, 3.0, 1.0];0
[29.0, 7.0, -1.0, 1.0, 0.0, 30.0, 1.0, 0.0, 0.0];0
[59.0, 0.0, -1.0, 0.0, 0.0, 14.0, 1.0, 2.0, 1.0];0
[55.0, 3.0, 0.0, 0.0, 0.0, 28.0, 1.0, 2.0, 1.0];0
[47.0, 5.0, -1.0, 1.0, 1.0, 21.0, 1.0, 5.0, 1.0];0
[33.0, 3.0, -1.0, 1.0, 1.0, 2759.0, 1.0, 0.0, 1.0];1
[39.0, 7.0, 0.0, 1.0, 1.0, 4.0, 1.0, 0.0, 0.0];1
[31.0, 1.0, -1.0, 1.0, 1.0, 937.0, 1.0, 2.0, 0.0];0
[24.0, 2.0, -1.0, 1.0, 1.0, 51.0, 1.0, 0.0, 1.0];1
[39.0, 2.0, -1.0, 0.0, 0.0, 197.0, 1.0, 2.0, 0.0];0
[27.0, 0.0, -1.0, 0.0, 0.0, 28.0, 1.0, 0.0, 1.0];0
[60.0, 1.0, -18.0, 0.0, 0.0, 433.0, 1.0, 3.0, 0.0];0
[51.0, 8.0, -1.0, 1.0, 1.0, 30.0, 1.0, 2.0, 0.0];1
[25.0, 2.0, -25.0, 1.0, 1.0, 282.0, 0.0, 2.0, 0.0];1
[30.0, 3.0, 0.0, 1.0, 1.0, 12722.0, 0.0, 2.0, 0.0];1
[47.0, 3.0, -1.0, 1.0, 1.0, 143.0, 1.0, 3.0, 1.0];1
[48.0, 0.0, -1.0, 0.0, 0.0, 47.0, 0.0, 2.0, 0.0];0
[25.0, 1.0, -23.0, 0.0, 0.0, -5.0, 1.0, 2.0, 0.0];0
[28.0, 0.0, -1.0, 1.0, 1.0, 28.0, 1.0, 2.0, 1.0];0
[28.0, 1.0, -1.0, 1.0, 1.0, 21.0, 0.0, 0.0, 1.0];0
[31.0, 3.0, -1.0, 1.0, 1.0, 39.0, 1.0, 2.0, 0.0];1
[20.0, 1.0, -24.0, 0.0, 0.0, 31.0, 1.0, 0.0, 0.0];0
[59.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 1.0];0
[40.0, 5.0, -1.0, 0.0, 0.0, 14.0, 1.0, 2.0, 0.0];0
[38.0, 3.0, -1.0, 0.0, 0.0, 22.0, 0.0, 2.0, 0.0];0
[51.0, 4.0, -28.0, 0.0, 0.0, 44.0, 1.0, 0.0, 0.0];0
[42.0, 0.0, -1.0, 0.0, 0.0, 75.0, 1.0, 4.0, 1.0];0
[48.0, 0.0, -6.0, 1.0, 1.0, 22.0, 1.0, 2.0, 1.0];1
[21.0, 0.0, -1.0, 0.0, 0.0, 50.0, 1.0, 5.0, 0.0];0
[23.0, 2.0, -1.0, 1.0, 1.0, 184.0, 1.0, 0.0, 1.0];1
[37.0, 0.0, -1.0, 1.0, 1.0, 840.0, 1.0, 2.0, 0.0];0
[67.0, 0.0, -3.0, 0.0, 0.0, 16.0, 1.0, 3.0, 0.0];0
[29.0, 0.0, -1.0, 1.0, 1.0, 312.0, 1.0, 0.0, 0.0];0
[53.0, 8.0, -13.0, 0.0, 0.0, 314.0, 1.0, 2.0, 0.0];1
[39.0, 0.0, -1.0, 0.0, 0.0, 26.0, 1.0, 2.0, 0.0];0
[22.0, 6.0, -1.0, 1.0, 1.0, 51.0, 1.0, 0.0, 0.0];1
[36.0, 0.0, 0.0, 0.0, 0.0, 867.0, 1.0, 2.0, 0.0];0
[20.0, 0.0, -1.0, 1.0, 1.0, 38.0, 1.0, 2.0, 0.0];0
[23.0, 3.0, -1.0, 0.0, 0.0, 26.0, 1.0, 2.0, 1.0];1
[56.0, 5.0, -1.0, 0.0, 0.0, 290.0, 1.0, 0.0, 0.0];0
[31.0, 1.0, 0.0, 1.0, 1.0, -3.0, 1.0, 0.0, 0.0];1
[24.0, 0.0, -2.0, 0.0, 0.0, 20.0, 1.0, 2.0, 0.0];0
[24.0, 0.0, 0.0, 1.0, 1.0, 21.0, 1.0, 3.0, 0.0];1
[25.0, 1.0, -13.0, 0.0, 0.0, 312.0, 0.0, 0.0, 0.0];0
[22.0, 3.0, -1.0, 0.0, 0.0, 16.0, 1.0, 0.0, 0.0];1
[22.0, 7.0, -11.0, 1.0, 1.0, 265.0, 1.0, 0.0, 0.0];1
[48.0, 1.0, 0.0, 0.0, 0.0, 4017.0, 1.0, 3.0, 1.0];0
[32.0, 1.0, 0.0, 0.0, 0.0, -6.0, 1.0, 0.0, 0.0];0
[32.0, 1.0, 0.0, 0.0, 0.0, 5.0, 1.0, 3.0, 0.0];0
[43.0, 2.0, -1.0, 0.0, 0.0, 50.0, 0.0, 0.0, 0.0];0
[27.0, 0.0, -1.0, 0.0, 0.0, 21.0, 1.0, 2.0, 1.0];0
[43.0, 3.0, 21.0, 1.0, 1.0, 54.0, 1.0, 3.0, 1.0];0
[34.0, 3.0, -1.0, 0.0, 0.0, 25.0, 1.0, 0.0, 0.0];0
[22.0, 0.0, -1.0, 0.0, 0.0, 30.0, 1.0, 2.0, 0.0];0
[47.0, 1.0, -1.0, 0.0, 0.0, 4415.0, 1.0, 3.0, 0.0];1
[36.0, 5.0, -20.0, 1.0, 1.0, 465.0, 1.0, 0.0, 1.0];1
[30.0, 13.0, 0.0, 1.0, 1.0, 70.0, 1.0, 0.0, 0.0];1
[29.0, 10.0, -1.0, 1.0, 1.0, 2609.0, 1.0, 0.0, 1.0];1
[61.0, 14.0, -1.0, 1.0, 0.0, 24.0, 1.0, 0.0, 1.0];0
[25.0, 0.0, -1.0, 0.0, 0.0, 50.0, 1.0, 2.0, 0.0];1
[49.0, 0.0, 0.0, 0.0, 0.0, -5.0, 1.0, 2.0, 0.0];0
[42.0, 10.0, -1.0, 1.0, 1.0, 21.0, 1.0, 0.0, 1.0];1
[48.0, 11.0, -1.0, 1.0, 1.0, 1346.0, 1.0, 0.0, 1.0];0
[62.0, 0.0, -1.0, 0.0, 0.0, 74.0, 1.0, 2.0, 0.0];0
[25.0, 6.0, -1.0, 0.0, 0.0, 787.0, 1.0, 0.0, 1.0];1
[50.0, 3.0, -1.0, 0.0, 0.0, 337.0, 1.0, 2.0, 0.0];0
[64.0, 0.0, -1.0, 0.0, 0.0, 2614.0, 1.0, 2.0, 0.0];0
[38.0, 2.0, -1.0, 1.0, 1.0, 221.0, 1.0, 2.0, 0.0];0
[31.0, 0.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 0.0];0
[30.0, 0.0, -1.0, 0.0, 0.0, 53.0, 1.0, 0.0, 0.0];0
[48.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 2.0, 1.0];0
[24.0, 1.0, 0.0, 1.0, 1.0, 27.0, 1.0, 2.0, 1.0];0
[23.0, 0.0, -1.0, 0.0, 0.0, 46.0, 1.0, 0.0, 0.0];1
[23.0, 0.0, -1.0, 0.0, 0.0, 46.0, 1.0, 0.0, 0.0];0
[44.0, 0.0, -1.0, 1.0, 1.0, 40.0, 1.0, 2.0, 0.0];0
[26.0, 0.0, -1.0, 0.0, 0.0, 23.0, 1.0, 0.0, 1.0];0
[23.0, 0.0, -2.0, 1.0, 1.0, 24.0, 1.0, 0.0, 1.0];0
[52.0, 7.0, -1.0, 1.0, 1.0, 22.0, 1.0, 0.0, 1.0];0
[32.0, 15.0, -1.0, 1.0, 1.0, 1701.0, 1.0, 2.0, 0.0];1
[32.0, 0.0, -1.0, 0.0, 0.0, 29.0, 1.0, 1.0, 1.0];0
[37.0, 2.0, -1.0, 1.0, 1.0, 118.0, 1.0, 2.0, 0.0];0
[29.0, 0.0, -1.0, 1.0, 1.0, 27.0, 1.0, 2.0, 0.0];0
[23.0, 0.0, 0.0, 1.0, 1.0, 72.0, 1.0, 5.0, 0.0];0
[28.0, 0.0, 0.0, 0.0, 0.0, -4.0, 1.0, 2.0, 0.0];0
[22.0, 0.0, -1.0, 0.0, 0.0, 185.0, 0.0, 0.0, 1.0];1
[44.0, 16.0, -1.0, 0.0, 0.0, 1966.0, 1.0, 2.0, 1.0];1
[32.0, 12.0, -1.0, 1.0, 1.0, 42.0, 1.0, 0.0, 1.0];1
[33.0, 2.0, -1.0, 0.0, 0.0, -6.0, 0.0, 2.0, 0.0];0
[23.0, 0.0, -1.0, 0.0, 0.0, 21.0, 0.0, 5.0, 1.0];1
[36.0, 1.0, 0.0, 0.0, 0.0, 7.0, 1.0, 2.0, 0.0];0
[26.0, 2.0, 0.0, 0.0, 0.0, -4.0, 1.0, 3.0, 1.0];0
[45.0, 0.0, 0.0, 0.0, 0.0, 27.0, 0.0, 2.0, 1.0];0
[35.0, 7.0, -1.0, 1.0, 1.0, 48.0, 0.0, 0.0, 0.0];1
[42.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 2.0, 1.0];0
[59.0, 5.0, 0.0, 0.0, 0.0, 3629.0, 1.0, 0.0, 1.0];1
[52.0, 0.0, -1.0, 0.0, 0.0, 19.0, 1.0, 1.0, 0.0];0
[74.0, 2.0, -1.0, 0.0, 0.0, 230.0, 1.0, 2.0, 0.0];0
[69.0, 2.0, 0.0, 0.0, 0.0, 8.0, 0.0, 2.0, 1.0];0
[26.0, 0.0, -1.0, 0.0, 0.0, 20.0, 1.0, 2.0, 1.0];0
[33.0, 0.0, 0.0, 0.0, 0.0, 30.0, 1.0, 3.0, 0.0];0
[25.0, 0.0, 0.0, 1.0, 1.0, -11.0, 1.0, 0.0, 1.0];1
[26.0, 8.0, -1.0, 1.0, 1.0, 340.0, 1.0, 0.0, 0.0];1
[53.0, 0.0, -3.0, 0.0, 0.0, 23.0, 1.0, 0.0, 1.0];0
[37.0, 12.0, -1.0, 0.0, 0.0, 1256.0, 1.0, 0.0, 1.0];1
[20.0, 2.0, -1.0, 1.0, 1.0, 49.0, 1.0, 0.0, 0.0];1
[33.0, 3.0, -1.0, 0.0, 0.0, 29.0, 1.0, 2.0, 0.0];1
[21.0, 0.0, -2.0, 0.0, 0.0, 326.0, 1.0, 0.0, 0.0];0
[24.0, 9.0, -1.0, 1.0, 1.0, 213.0, 0.0, 2.0, 1.0];1
[25.0, 0.0, -1.0, 0.0, 0.0, 47.0, 0.0, 2.0, 1.0];0
[52.0, 6.0, -1.0, 1.0, 1.0, 43.0, 1.0, 2.0, 0.0];1
[23.0, 5.0, 24.0, 1.0, 1.0, 25.0, 1.0, 0.0, 0.0];1
[32.0, 8.0, -1.0, 0.0, 0.0, 24.0, 1.0, 0.0, 0.0];1
[25.0, 21.0, -14.0, 1.0, 1.0, 55.0, 1.0, 0.0, 0.0];1
[27.0, 0.0, -1.0, 1.0, 1.0, 667.0, 1.0, 2.0, 0.0];1
[24.0, 0.0, -1.0, 0.0, 0.0, 25.0, 1.0, 2.0, 0.0];0
[26.0, 1.0, -1.0, 1.0, 1.0, 48.0, 0.0, 0.0, 0.0];0
[34.0, 10.0, 22.0, 1.0, 1.0, 334.0, 0.0, 2.0, 0.0];1
[26.0, 1.0, 0.0, 1.0, 1.0, 4.0, 1.0, 0.0, 1.0];0
[24.0, 0.0, -1.0, 0.0, 0.0, 27.0, 1.0, 0.0, 0.0];0
[26.0, 1.0, -1.0, 1.0, 1.0, 669.0, 0.0, 0.0, 0.0];1
[21.0, 2.0, -12.0, 1.0, 0.0, 297.0, 0.0, 0.0, 0.0];1
[39.0, 1.0, -1.0, 0.0, 0.0, 22.0, 1.0, 2.0, 0.0];0
[21.0, 0.0, -3.0, 0.0, 0.0, 21.0, 1.0, 0.0, 0.0];0
[62.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 1.0];0
[39.0, 6.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0];1
[24.0, 0.0, -3.0, 0.0, 0.0, 14.0, 1.0, 0.0, 0.0];0
[40.0, 2.0, -1.0, 0.0, 0.0, 24.0, 1.0, 4.0, 1.0];1
[26.0, 0.0, -1.0, 0.0, 0.0, 21.0, 1.0, 0.0, 0.0];1
[28.0, 1.0, -1.0, 1.0, 1.0, 23.0, 1.0, 0.0, 0.0];0
[24.0, 3.0, -1.0, 1.0, 1.0, 26.0, 1.0, 2.0, 1.0];1
[36.0, 3.0, -27.0, 1.0, 1.0, 649.0, 0.0, 2.0, 0.0];1
[33.0, 0.0, -1.0, 0.0, 0.0, 16.0, 1.0, 2.0, 1.0];0
[24.0, 5.0, -1.0, 1.0, 1.0, 20.0, 1.0, 5.0, 0.0];1
[30.0, 2.0, -1.0, 0.0, 0.0, 144.0, 1.0, 2.0, 1.0];1
[25.0, 7.0, -1.0, 1.0, 1.0, 485.0, 1.0, 0.0, 0.0];1
[26.0, 1.0, -1.0, 0.0, 0.0, 27.0, 0.0, 0.0, 0.0];1
[32.0, 3.0, -1.0, 1.0, 1.0, 895.0, 1.0, 0.0, 0.0];1
[24.0, 2.0, -1.0, 1.0, 1.0, 336.0, 0.0, 0.0, 1.0];1
[61.0, 1.0, 0.0, 1.0, 1.0, 6.0, 1.0, 0.0, 0.0];0
[27.0, 0.0, -1.0, 1.0, 1.0, 1296.0, 1.0, 5.0, 0.0];0
[29.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 3.0, 0.0];0
[52.0, 1.0, -1.0, 0.0, 0.0, 23.0, 1.0, 0.0, 0.0];0
[21.0, 0.0, -1.0, 0.0, 0.0, 72.0, 1.0, 0.0, 1.0];1
[25.0, 14.0, -1.0, 1.0, 1.0, 1992.0, 1.0, 0.0, 0.0];1
[31.0, 2.0, -1.0, 1.0, 1.0, 21.0, 0.0, 0.0, 0.0];0
[28.0, 0.0, 0.0, 1.0, 1.0, 6.0, 1.0, 3.0, 1.0];0
[31.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 1.0];0
[28.0, 1.0, -1.0, 0.0, 0.0, 44.0, 1.0, 0.0, 1.0];0
[22.0, 0.0, -2.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0];1
[26.0, 2.0, -1.0, 1.0, 1.0, 20.0, 1.0, 0.0, 0.0];0
[31.0, 17.0, -1.0, 1.0, 1.0, 27.0, 1.0, 2.0, 0.0];1
[37.0, 3.0, -1.0, 0.0, 0.0, 5808.0, 1.0, 2.0, 0.0];1
[31.0, 0.0, 0.0, 0.0, 0.0, 124.0, 1.0, 2.0, 1.0];0
[24.0, 0.0, 0.0, 1.0, 1.0, 887.0, 1.0, 2.0, 0.0];1
[26.0, 7.0, -1.0, 0.0, 0.0, 27.0, 1.0, 0.0, 0.0];1
[20.0, 4.0, -1.0, 0.0, 0.0, 22.0, 1.0, 2.0, 0.0];1
[43.0, 1.0, 0.0, 0.0, 0.0, 47.0, 1.0, 0.0, 0.0];0
[24.0, 0.0, 0.0, 1.0, 1.0, 22.0, 1.0, 0.0, 0.0];1
[27.0, 2.0, -1.0, 0.0, 0.0, 45.0, 1.0, 2.0, 0.0];0
[57.0, 0.0, -1.0, 0.0, 0.0, 30.0, 1.0, 2.0, 1.0];0
[21.0, 0.0, -2.0, 0.0, 0.0, 28.0, 0.0, 2.0, 0.0];0
[24.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 5.0, 1.0];0
[23.0, 1.0, -6.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0];0
[30.0, 4.0, -1.0, 1.0, 1.0, 21.0, 1.0, 5.0, 1.0];1
[35.0, 5.0, -1.0, 1.0, 1.0, 5404.0, 1.0, 0.0, 0.0];0
[20.0, 1.0, 3.0, 1.0, 1.0, 114.0, 1.0, 0.0, 0.0];1
[20.0, 1.0, -1.0, 1.0, 1.0, 412.0, 0.0, 2.0, 0.0];1
[48.0, 0.0, 0.0, 0.0, 0.0, 226.0, 1.0, 1.0, 1.0];0
[46.0, 4.0, -1.0, 0.0, 0.0, 18.0, 0.0, 0.0, 0.0];0
[41.0, 2.0, -1.0, 1.0, 1.0, 3887.0, 1.0, 1.0, 0.0];1
[54.0, 1.0, -1.0, 0.0, 0.0, 14.0, 1.0, 2.0, 0.0];0
[34.0, 0.0, -1.0, 0.0, 0.0, 27.0, 1.0, 0.0, 0.0];0
[35.0, 0.0, -1.0, 0.0, 0.0, 31.0, 1.0, 3.0, 1.0];0
[27.0, 2.0, -1.0, 1.0, 1.0, 21.0, 1.0, 0.0, 0.0];1
[36.0, 16.0, -8.0, 1.0, 1.0, 202.0, 1.0, 0.0, 0.0];1
[29.0, 7.0, -1.0, 1.0, 1.0, 193.0, 0.0, 2.0, 0.0];1
[26.0, 1.0, -23.0, 0.0, 0.0, 18.0, 0.0, 0.0, 1.0];0
[48.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 2.0, 1.0];0
[38.0, 5.0, -18.0, 1.0, 1.0, 3.0, 1.0, 2.0, 1.0];1
[22.0, 0.0, -1.0, 1.0, 1.0, 15.0, 1.0, 0.0, 0.0];1
[31.0, 9.0, -1.0, 1.0, 1.0, 11282.0, 1.0, 2.0, 0.0];1
[55.0, 0.0, -1.0, 0.0, 0.0, 22.0, 0.0, 2.0, 1.0];0
[39.0, 1.0, -1.0, 0.0, 0.0, 940.0, 0.0, 2.0, 0.0];0
[28.0, 2.0, 3.0, 1.0, 1.0, 52.0, 1.0, 2.0, 0.0];0
[25.0, 8.0, -1.0, 1.0, 1.0, 15.0, 1.0, 0.0, 1.0];1
[49.0, 1.0, 0.0, 1.0, 1.0, 4.0, 1.0, 0.0, 1.0];0
[32.0, 1.0, -1.0, 1.0, 1.0, 44.0, 1.0, 0.0, 0.0];1
[22.0, 0.0, -1.0, 0.0, 0.0, 30.0, 0.0, 0.0, 1.0];1
[56.0, 0.0, -1.0, 0.0, 0.0, 18.0, 0.0, 2.0, 1.0];0
[31.0, 0.0, -5.0, 0.0, 0.0, 99.0, 0.0, 0.0, 1.0];1
[31.0, 5.0, -1.0, 1.0, 1.0, 26.0, 1.0, 2.0, 0.0];1
[55.0, 0.0, -1.0, 0.0, 0.0, 27.0, 0.0, 2.0, 1.0];0
[36.0, 2.0, -1.0, 0.0, 0.0, 46.0, 0.0, 2.0, 0.0];0
[50.0, 0.0, -1.0, 0.0, 0.0, 725.0, 1.0, 2.0, 0.0];1
[28.0, 0.0, -1.0, 1.0, 1.0, 14.0, 1.0, 2.0, 0.0];0
[37.0, 0.0, -4.0, 1.0, 1.0, 25.0, 1.0, 2.0, 0.0];0
[29.0, 2.0, -1.0, 1.0, 1.0, 28.0, 1.0, 0.0, 0.0];0
[33.0, 8.0, 0.0, 0.0, 0.0, 67.0, 1.0, 0.0, 0.0];1
[23.0, 0.0, -1.0, 0.0, 0.0, 69.0, 1.0, 2.0, 0.0];1
[31.0, 7.0, -1.0, 1.0, 1.0, 26.0, 0.0, 0.0, 0.0];1
[53.0, 0.0, -1.0, 0.0, 0.0, 20.0, 0.0, 2.0, 1.0];0
[25.0, 2.0, -1.0, 1.0, 1.0, 21.0, 0.0, 2.0, 1.0];0
[28.0, 16.0, -1.0, 1.0, 1.0, 700.0, 1.0, 3.0, 0.0];1
[64.0, 0.0, -1.0, 0.0, 0.0, 30.0, 1.0, 0.0, 1.0];0
[20.0, 0.0, 0.0, 1.0, 1.0, 22.0, 1.0, 0.0, 0.0];1
[33.0, 6.0, -1.0, 1.0, 1.0, 3654.0, 1.0, 2.0, 0.0];1
[37.0, 7.0, -1.0, 0.0, 0.0, 46.0, 0.0, 0.0, 0.0];0
[52.0, 1.0, -1.0, 0.0, 0.0, 16.0, 1.0, 2.0, 0.0];0
[51.0, 5.0, -1.0, 0.0, 0.0, 5.0, 1.0, 0.0, 1.0];0
[38.0, 0.0, -1.0, 1.0, 1.0, 20.0, 1.0, 0.0, 0.0];0
[37.0, 8.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 1.0];1
[51.0, 0.0, -1.0, 0.0, 0.0, 140.0, 1.0, 0.0, 1.0];0
[30.0, 0.0, -1.0, 1.0, 1.0, 24.0, 0.0, 3.0, 1.0];0
[38.0, 2.0, -1.0, 0.0, 0.0, 21.0, 1.0, 5.0, 0.0];0
[25.0, 0.0, -1.0, 0.0, 0.0, 19.0, 1.0, 0.0, 0.0];0
[23.0, 0.0, -1.0, 0.0, 0.0, 26.0, 1.0, 2.0, 0.0];0
[25.0, 1.0, -18.0, 1.0, 1.0, 16.0, 1.0, 0.0, 0.0];0
[32.0, 6.0, -1.0, 1.0, 1.0, 3123.0, 1.0, 0.0, 0.0];1
[60.0, 0.0, -1.0, 0.0, 0.0, 24.0, 1.0, 2.0, 1.0];0
[33.0, 2.0, -22.0, 0.0, 0.0, 525.0, 1.0, 2.0, 1.0];0
[31.0, 4.0, -1.0, 1.0, 1.0, 643.0, 1.0, 2.0, 1.0];1
[25.0, 1.0, -1.0, 1.0, 1.0, 695.0, 1.0, 0.0, 0.0];1
[34.0, 1.0, -5.0, 0.0, 0.0, 91.0, 0.0, 3.0, 1.0];0
[28.0, 11.0, 0.0, 1.0, 1.0, 7.0, 1.0, 0.0, 0.0];1
[40.0, 0.0, 0.0, 0.0, 0.0, 7.0, 1.0, 3.0, 1.0];0
[28.0, 2.0, 0.0, 0.0, 0.0, 7.0, 1.0, 2.0, 0.0];1
[54.0, 0.0, 0.0, 0.0, 0.0, 8.0, 1.0, 2.0, 0.0];0
[23.0, 4.0, -1.0, 1.0, 1.0, 22.0, 1.0, 2.0, 0.0];0
[32.0, 9.0, -1.0, 0.0, 0.0, 1346.0, 1.0, 0.0, 0.0];1
[36.0, 2.0, -1.0, 1.0, 1.0, 30.0, 1.0, 3.0, 1.0];0
[21.0, 0.0, -1.0, 1.0, 1.0, 152.0, 1.0, 5.0, 0.0];1
[56.0, 3.0, 0.0, 0.0, 0.0, 4.0, 1.0, 2.0, 1.0];0
[21.0, 0.0, -1.0, 0.0, 0.0, 41.0, 1.0, 0.0, 0.0];1
[23.0, 2.0, -1.0, 1.0, 1.0, 27.0, 1.0, 0.0, 0.0];1
[26.0, 1.0, 0.0, 0.0, 0.0, 14.0, 1.0, 3.0, 0.0];1
[31.0, 5.0, -1.0, 1.0, 0.0, 76.0, 1.0, 5.0, 0.0];1
[23.0, 3.0, -1.0, 0.0, 0.0, 27.0, 1.0, 0.0, 0.0];1
[21.0, 0.0, -1.0, 1.0, 0.0, 16.0, 1.0, 0.0, 0.0];1
[46.0, 1.0, -1.0, 0.0, 0.0, 21.0, 0.0, 5.0, 0.0];0
[29.0, 1.0, -6.0, 1.0, 1.0, 24.0, 0.0, 2.0, 0.0];0
[69.0, 3.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 1.0];0
[65.0, 1.0, -1.0, 1.0, 1.0, 23.0, 1.0, 2.0, 0.0];0
[41.0, 0.0, -1.0, 0.0, 0.0, 20.0, 1.0, 0.0, 0.0];0
[33.0, 14.0, -1.0, 1.0, 1.0, 44.0, 1.0, 0.0, 0.0];1
[22.0, 1.0, -1.0, 1.0, 1.0, 24.0, 1.0, 0.0, 1.0];1
[42.0, 0.0, -1.0, 1.0, 1.0, 21.0, 0.0, 2.0, 0.0];0
[28.0, 0.0, -1.0, 1.0, 1.0, 889.0, 1.0, 2.0, 0.0];1
[27.0, 9.0, 0.0, 1.0, 1.0, 4.0, 1.0, 0.0, 0.0];1
[45.0, 0.0, 0.0, 0.0, 0.0, 34.0, 1.0, 3.0, 0.0];0
[20.0, 0.0, -2.0, 0.0, 0.0, 17.0, 1.0, 5.0, 0.0];0
[53.0, 11.0, -1.0, 0.0, 0.0, 2640.0, 1.0, 0.0, 0.0];1
[30.0, 0.0, -1.0, 0.0, 0.0, 44.0, 1.0, 2.0, 0.0];0
[29.0, 11.0, -1.0, 0.0, 0.0, 22.0, 1.0, 0.0, 1.0];1
[25.0, 5.0, -1.0, 1.0, 1.0, 89.0, 1.0, 0.0, 1.0];1
[48.0, 0.0, -1.0, 0.0, 0.0, 650.0, 1.0, 2.0, 0.0];0
[27.0, 0.0, -1.0, 0.0, 0.0, 27.0, 1.0, 2.0, 0.0];0
[34.0, 1.0, 0.0, 1.0, 1.0, -5.0, 1.0, 5.0, 1.0];0
[54.0, 9.0, 0.0, 0.0, 0.0, 24.0, 1.0, 0.0, 1.0];0
[33.0, 5.0, -1.0, 1.0, 1.0, 32.0, 1.0, 0.0, 1.0];1
[30.0, 2.0, -1.0, 0.0, 0.0, 144.0, 1.0, 3.0, 0.0];0
[52.0, 7.0, -1.0, 1.0, 1.0, 2830.0, 1.0, 0.0, 0.0];1
[24.0, 0.0, 0.0, 0.0, 0.0, -11.0, 1.0, 0.0, 0.0];0
[31.0, 11.0, -1.0, 1.0, 1.0, 20.0, 1.0, 2.0, 0.0];1
[29.0, 11.0, -1.0, 1.0, 1.0, 45.0, 1.0, 0.0, 0.0];0
[33.0, 0.0, -1.0, 1.0, 1.0, 2008.0, 1.0, 5.0, 0.0];0
[33.0, 1.0, -1.0, 0.0, 0.0, 22.0, 1.0, 2.0, 0.0];0
[25.0, 6.0, -1.0, 0.0, 0.0, 597.0, 0.0, 2.0, 0.0];1
[53.0, 1.0, -1.0, 0.0, 0.0, 15.0, 1.0, 0.0, 1.0];0
[25.0, 2.0, -1.0, 1.0, 1.0, 22.0, 1.0, 0.0, 1.0];0
[22.0, 1.0, 0.0, 1.0, 1.0, -4.0, 1.0, 0.0, 0.0];1
[31.0, 0.0, -1.0, 1.0, 1.0, 39.0, 1.0, 0.0, 0.0];1
[68.0, 4.0, -1.0, 0.0, 0.0, 269.0, 1.0, 2.0, 1.0];0
[51.0, 0.0, 0.0, 0.0, 0.0, 31.0, 0.0, 2.0, 1.0];0
[51.0, 1.0, -1.0, 0.0, 0.0, 30.0, 1.0, 2.0, 1.0];0
[32.0, 17.0, -1.0, 1.0, 1.0, 2709.0, 1.0, 0.0, 0.0];1
[33.0, 3.0, 0.0, 0.0, 0.0, 6.0, 1.0, 0.0, 0.0];0
[57.0, 0.0, 0.0, 0.0, 0.0, 23.0, 1.0, 0.0, 1.0];0
[32.0, 0.0, -1.0, 0.0, 0.0, 14.0, 1.0, 2.0, 1.0];0
[21.0, 0.0, -1.0, 0.0, 0.0, 18.0, 1.0, 0.0, 0.0];0
[20.0, 0.0, -1.0, 0.0, 0.0, 21.0, 1.0, 5.0, 1.0];1
[37.0, 0.0, -1.0, 0.0, 0.0, 3043.0, 1.0, 2.0, 0.0];1
[36.0, 0.0, -1.0, 0.0, 0.0, 20.0, 1.0, 0.0, 0.0];0
[30.0, 0.0, -1.0, 1.0, 1.0, 31.0, 1.0, 0.0, 0.0];0
[30.0, 1.0, -1.0, 1.0, 1.0, 19.0, 1.0, 2.0, 0.0];0
[21.0, 2.0, -1.0, 1.0, 1.0, 182.0, 1.0, 0.0, 0.0];1
[34.0, 3.0, -1.0, 0.0, 0.0, 23.0, 1.0, 2.0, 1.0];1
[48.0, 1.0, -1.0, 1.0, 1.0, 43.0, 0.0, 2.0, 1.0];0
[26.0, 6.0, -1.0, 1.0, 1.0, 75.0, 0.0, 0.0, 0.0];1
[28.0, 4.0, -1.0, 1.0, 1.0, 26.0, 1.0, 2.0, 1.0];1
[34.0, 5.0, 0.0, 0.0, 0.0, 26.0, 0.0, 3.0, 0.0];0
[48.0, 0.0, 0.0, 0.0, 0.0, 28.0, 1.0, 0.0, 1.0];0
[21.0, 0.0, -1.0, 0.0, 0.0, 25.0, 0.0, 0.0, 1.0];1
[34.0, 0.0, 0.0, 1.0, 1.0, -2.0, 1.0, 2.0, 1.0];0
